Player,Pos,School,AP Ranking,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Year,player_id,year,rnd,pick,tm,hof,pos,position_standard,first4av,age,to,ap1,pb,st,carav,drav,g,cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,tkl,def_int,sk,college_univ
Reggie Coleman,OT,Tennessee,,5-Jun,301,5.23,29,,103,7.84,4.88,2002,,2002,6,192,WAS,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee
Marc Colombo,OT,Boston Col.,,8-Jun,313,5.27,29.5,30,101,7.65,4.6,2002,ColoMa20,2002,1,29,CHI,No,T,T,13,23,2011,0,0,6,42,2,111,,,,,,,,,,,,3,,,Boston Col.
Keyuo Craver,CB,Nebraska,,11-May,201,4.62,31,13,123,,,2002,CravKe20,2002,4,125,NOR,No,DB,DB,2,22,2003,0,0,0,2,2,22,,,,,,,,,,,,22,,,Nebraska
Eric Crouch,RB,Nebraska,,Jun-00,195,4.47,38,,112,6.87,4.02,2002,,2002,3,95,STL,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,,Nebraska
Ronald Curry,QB,North Carolina,,2-Jun,220,4.59,35,,115,7.06,4.11,2002,CurrRo01,2002,7,235,OAK,No,WR,WR,10,23,2008,0,0,2,16,16,76,0,4,0,0,1,5,3,0,193,2347,13,40,,,North Carolina
Kevin Curtis,S,Texas Tech,,2-Jun,212,4.53,37.5,24,124,6.75,3.88,2002,CurtKe00,2003,3,74,STL,No,WR,WR,24,25,2010,0,0,3,26,14,81,,,,,,9,39,1,253,3297,20,9,,,
Kevin Curtis,S,Texas Tech,,2-Jun,212,4.53,37.5,24,124,6.75,3.88,2002,,2002,4,127,SFO,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Texas Tech
Najeh Davenport,FB,Miami (FL),,1-Jun,248,4.57,,,,,,2002,DaveNa00,2002,4,135,GNB,No,RB,RB,13,23,2008,0,0,0,18,9,73,,,,,,394,1819,13,54,538,3,23,,,Miami (FL)
Rohan Davey,QB,LSU,,2-Jun,245,4.74,,,,,,2002,DaveRo01,2002,4,117,NWE,No,QB,QB,0,24,2004,0,0,0,0,0,7,8,19,88,0,0,6,-5,0,,,,,,,LSU
Andre' Davis,WR,Virginia Tech,,1-Jun,194,4.42,39.5,,123,6.77,4.1,2002,DaviAn01,2002,2,47,CLE,No,WR,WR,15,23,2009,0,0,1,24,12,104,,,,,,9,32,0,156,2470,17,40,,,Virginia Tech
Andra Davis,ILB,Florida,,1-Jun,244,4.77,31.5,20,112,,,2002,DaviAn20,2002,5,141,CLE,No,LB,LB,31,23,2011,0,0,6,46,38,143,,,,,,,,,0,0,0,539,9,12,Florida
Dorsett Davis,DT,Mississippi State,,5-Jun,304,5,31,30,109,7.83,4.67,2002,DaviDo23,2002,3,96,DEN,No,DE,DE,1,23,2003,0,0,0,1,1,14,,,,,,,,,,,,8,,,Mississippi St.
Ryan Denney,DE,BYU,,7-Jun,276,4.86,33,36,107,7.18,4.25,2002,DennRy20,2002,2,61,BUF,No,DE,DE,17,25,2010,0,0,2,24,24,113,,,,,,,,,2,44,2,191,,23.5,BYU
Brandon Doman,QB,BYU,,2-Jun,210,4.81,32.5,,106,6.9,4.08,2002,,2002,5,163,SFO,No,QB,QB,0,,,0,0,0,,,,,,,,,,,,,,,,,,BYU
Travis Dorsch,P,Purdue,,6-Jun,221,4.89,,,,,,2002,DorsTr20,2002,4,109,CIN,No,P,P,0,23,2002,0,0,0,0,0,1,,,,,,,,,,,,,,,Purdue
T.J. Duckett,RB,Michigan State,,Jun-00,254,4.45,,,,,,2002,DuckT.00,2002,1,18,ATL,No,RB,RB,0,21,2008,0,0,1,21,17,93,0,1,0,0,0,717,2814,44,35,303,0,3,,,Michigan St.
Nate Dwyer,DT,Kansas,,3-Jun,313,5.1,31,27,103,7.57,4.41,2002,,2002,4,113,ARI,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,,Kansas
Omar Easy,FB,Penn State,,1-Jun,244,4.53,40,21,123,7.25,4.12,2002,EasyOm00,2002,4,107,KAN,No,FB,FB,0,24,2005,0,0,0,0,0,53,,,,,,4,1,0,6,42,1,24,,,Penn St.
Mike Echols,CB,Wisconsin,,9-May,190,4.35,,,,,,2002,EchoMi20,2002,4,110,TEN,No,DB,DB,0,23,2003,0,0,0,0,0,9,,,,,,,,,,,,24,,,Wisconsin
Kalimba Edwards,DE,South Carolina,,5-Jun,265,4.75,,,,,,2002,EdwaKa20,2002,2,35,DET,No,DE,DE,16,22,2008,0,0,2,21,15,101,,,,,,,,,,,,165,,31,South Carolina
Antwaan Randle El,WR,Indiana,,10-May,191,4.49,,,,,,2002,RandAn00,2002,2,62,PIT,No,WR,WR,32,23,2010,0,0,4,41,26,143,22,27,323,6,0,79,438,0,370,4467,15,13,,,Indiana
Hayden Epstein,K,Michigan,,2-Jun,212,4.79,,,,,,2002,epstehay01,2002,7,247,JAX,No,K,K,0,21,2002,0,0,0,0,0,15,,,,,,,,,,,,3,,,Michigan
Demarcus Faggins,CB,Kansas State,,10-May,178,4.57,36.5,3,121,6.64,3.92,2002,FaggDe20,2002,6,173,HOU,No,DB,DB,11,23,2009,0,0,2,14,14,84,,,,,,,,,,,,191,5,1,Kansas St.
Randy Fasani,QB,Stanford,,3-Jun,224,4.77,31.5,,106,6.75,3.87,2002,FasaRa00,2002,5,137,CAR,No,QB,QB,1,24,2002,0,0,0,1,1,4,15,44,171,0,4,18,95,0,,,,,,,Stanford
Levar Fisher,OLB,North Carolina State,,1-Jun,233,4.67,31,,110,7.3,,2002,FishLe20,2002,2,49,ARI,No,LB,LB,6,23,2003,0,0,1,6,6,23,,,,,,,,,,,,72,,1,North Carolina St.
Toniu Fonoti,OG,Nebraska,,4-Jun,349,5.49,28.5,32,97,8.12,4.81,2002,FonoTo20,2002,2,39,SDG,No,G,G,18,20,2006,0,0,2,18,18,40,,,,,,,,,,,,,,,Nebraska
Larry Foote,OLB,Michigan,,1-Jun,231,4.83,30,24,,7.18,4.41,2002,FootLa20,2002,4,128,PIT,No,LB,LB,30,22,2014,0,0,8,62,51,187,,,,,,,,,,,,543,4,25,Michigan
DeShaun Foster,RB,UCLA,,1-Jun,222,4.57,35.5,20,119,6.82,4.16,2002,FostDe00,2002,2,34,CAR,No,RB,RB,31,22,2008,0,0,2,31,29,79,0,1,0,0,0,927,3570,11,142,1129,5,7,,,UCLA
Melvin Fowler,C,Maryland,,3-Jun,300,5.46,27,32,99,7.51,4.6,2002,FowlMe20,2002,3,76,CLE,No,C,C,19,23,2008,0,0,3,25,7,88,,,,,,,,,,,,1,,,Maryland
Eddie Freeman,DT,Ala-Birmingham,,5-Jun,310,4.91,34.5,32,111,7.85,4.81,2002,FreeEd20,2002,2,43,KAN,No,DE,DE,1,24,2003,0,0,0,1,1,20,,,,,,,,,,,,15,,4,Ala-Birmingham
Dwight Freeney,DE,Syracuse,,1-Jun,266,4.48,,28,,,,2002,FreeDw00,2002,1,11,IND,No,DE,DE,47,22,2016,3,7,12,78,75,203,,,,,,,,,,,,280,,122.5,Syracuse
Scott Fujita,OLB,California,,5-Jun,248,4.64,42,20,122,7.09,4.21,2002,FujiSc20,2002,5,143,KAN,No,LB,LB,30,23,2012,0,0,10,48,13,143,,,,,,,,,,,,598,7,23.5,California
Jabar Gaffney,WR,Florida,,1-Jun,193,4.56,,,,6.87,4.06,2002,GaffJa00,2002,2,33,HOU,No,WR,WR,20,21,2012,0,0,6,42,14,158,1,5,39,1,0,9,56,0,447,5690,24,13,,,Florida
David Garrard,QB,East Carolina,,2-Jun,235,4.82,33.5,,111,7.35,4.26,2002,GarrDa00,2002,4,108,JAX,No,QB,QB,18,24,2010,0,1,5,61,61,86,1406,2281,16003,89,54,380,1746,17,1,-6,0,7,,,East Carolina
David Givens,WR,Notre Dame,,Jun-00,217,4.56,40.5,,126,6.82,4.13,2002,GiveDa00,2002,7,253,NWE,No,WR,WR,23,22,2006,0,0,2,22,21,58,0,1,0,0,1,3,16,0,166,2318,12,16,,,Notre Dame
LaVar Glover,CB,Cincinnati,,9-May,177,4.59,37,11,117,7.18,4.29,2002,GlovLa20,2002,7,212,PIT,No,DB,DB,0,23,2002,0,0,0,0,,2,,,,,,,,,,,,,,,Cincinnati
Jonathan Goodwin,OG,Michigan,,3-Jun,318,5.13,,,,,,2002,GoodJo23,2002,5,154,NYJ,No,G,G,9,23,2014,0,1,8,58,5,195,,,,,,,,,,,,2,,,Michigan
Lamar Gordon,RB,North Dakota State,,1-Jun,214,4.55,34,16,119,,,2002,GordLa00,2002,3,84,STL,No,RB,RB,9,22,2006,0,0,0,8,6,41,,,,,,226,774,3,62,490,2,3,,,North Dakota St.
Daniel Graham,TE,Colorado,,3-Jun,248,4.64,36,,118,,,2002,GrahDa00,2002,1,21,NWE,No,TE,TE,14,23,2012,0,0,8,19,13,148,,,,,,,,,224,2490,25,16,,,Colorado
Charles Grant,DE,Georgia,,3-Jun,282,4.69,31,24,118,7.69,4.39,2002,GranCh21,2002,1,25,NOR,No,DE,DE,36,24,2009,0,0,7,45,45,118,,,,,,,,,,,,331,1,47,Georgia
Bobby Gray,S,Louisiana Tech,,Jun-00,209,4.66,,24,112,,,2002,GrayBo20,2002,5,140,CHI,No,DB,DB,6,24,2004,0,0,0,6,6,29,,,,,,,,,,,,68,1,1,Louisiana Tech
Jarvis Green,DE,LSU,,3-Jun,272,4.87,31,,109,7.52,4.25,2002,GreeJa21,2002,4,126,NWE,No,DE,DE,18,23,2009,0,0,2,29,29,121,,,,,,,,,,,,152,,28,LSU
William Green,RB,Boston Col.,,Jun-00,221,4.6,42,27,121,,,2002,GreeWi01,2002,1,16,CLE,No,RB,RB,15,22,2005,0,0,2,14,14,46,,,,,,568,2109,9,45,277,0,3,,,Boston Col.
David Greene,K,Virginia,,10-May,177,,,,,,,2002,,2005,3,85,SEA,No,QB,QB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Georgia
Andre Gurode,OG,Colorado,,4-Jun,316,5.34,30.5,,100,8.15,5.05,2002,GuroAn20,2002,2,37,DAL,No,G,G,31,24,2013,0,5,8,65,62,161,,,,,,,,,,,,5,,,Colorado
Carlos Hall,DE,Arkansas,,4-Jun,259,4.67,40,20,129,6.97,4.19,2002,HallCa20,2002,7,240,TEN,No,DE,DE,18,23,2005,0,0,2,17,15,59,,,,,,,,,,,,91,,14.5,Arkansas
Ryan Hannam,TE,New Mexico,,2-Jun,251,4.69,30.5,18,113,7.07,4.21,2002,HannRy00,2002,5,169,SEA,No,TE,TE,2,22,2006,0,0,0,2,2,54,,,,,,,,,22,215,2,7,,,Northern Iowa
Alan Harper,DT,Fresno State,,2-Jun,295,5.27,30.5,,104,,4.64,2002,HarpAl20,2002,4,121,NYJ,No,DT,DT,1,23,2004,0,0,0,1,1,11,,,,,,,,,,,,3,,,Fresno St.
Joey Harrington,QB,Oregon,,4-Jun,215,4.89,32,,112,7,4.21,2002,HarrJo00,2002,1,3,DET,No,QB,QB,27,23,2007,0,0,6,30,22,81,1424,2538,14693,79,85,142,402,0,3,8,0,4,,,Oregon
Napoleon Harris,OLB,Northwestern,,3-Jun,253,4.55,34,27,115,7.15,4.44,2002,HarrNa20,2002,1,23,OAK,No,LB,LB,26,23,2008,0,0,4,33,14,100,,,,,,,,,,,,346,4,8.5,Northwestern
Tyreo Harrison,ILB,Notre Dame,,2-Jun,238,4.87,40,,118,7.24,,2002,HarrTy20,2002,6,198,PHI,No,LB,LB,1,22,2003,0,0,0,1,1,14,,,,,,,,,,,,3,,,Notre Dame
Herb Haygood,WR,Michigan State,,11-May,193,4.45,33,,114,6.65,4.26,2002,HaygHe20,2002,5,144,DEN,No,WR,WR,0,24,2002,0,0,0,0,0,4,,,,,,,,,0,0,0,2,,,Michigan St.
Verron Haynes,FB,Georgia,,10-May,224,4.78,31.5,25,117,7.27,4.08,2002,HaynVe00,2002,5,166,PIT,No,RB,RB,8,23,2009,0,0,0,8,8,68,,,,,,174,738,3,61,449,2,36,,,Georgia
Albert Haynesworth,DT,Tennessee,,6-Jun,320,5.09,,,,,,2002,HaynAl20,2002,1,15,TEN,No,DT,DT,22,21,2011,2,2,7,54,48,123,,,,,,,,,,,,261,,30.5,Tennessee
Keith Heinrich,TE,SMU,,5-Jun,255,4.77,35,21,120,6.87,4.1,2002,HeinKe00,2002,6,174,CAR,No,TE,TE,1,23,2007,0,0,0,1,0,22,,,,,,,,,9,65,2,1,,,Sam Houston St.
Eric Heitmann,OG,Stanford,,4-Jun,305,5.22,28,33,103,7.56,4.6,2002,HeitEr20,2002,7,239,SFO,No,G,G,28,22,2009,0,0,8,40,40,119,,,,,,,,,,,,2,,,Stanford
John Henderson,DT,Tennessee,,7-Jun,308,4.87,27.5,24,110,7.71,4.66,2002,HendJo99,2002,1,9,JAX,No,DT,DT,53,23,2011,0,2,7,64,62,146,,,,,,,,,0,0,0,378,,29,Tennessee
Leonard Henry,RB,East Carolina,,1-Jun,206,4.57,35,26,113,7.11,4.29,2002,HenrLe20,2002,7,241,MIA,No,RB,RB,1,24,2004,0,0,0,1,1,6,,,,,,46,141,0,3,12,0,,,,East Carolina
Charles Hill,DT,Maryland,,2-Jun,293,5.06,33.5,23,113,7.37,4.36,2002,HillCh20,2002,3,83,HOU,No,DT,DT,1,21,2002,0,0,0,1,1,16,,,,,,,,,,,,1,,,Maryland
Kahlil Hill,WR,Iowa,,2-Jun,200,4.65,35,,,,,2002,HillKa20,2002,6,184,ATL,No,WR,WR,0,23,2002,0,0,0,0,0,1,,,,,,,,,,,,,,,Iowa
Matt Hill,OT,Boise State,,6-Jun,300,5.33,28.5,20,101,7.58,4.54,2002,HillMa22,2002,5,171,SEA,No,T,T,3,23,2003,0,0,0,3,3,26,,,,,,,,,,,,,,,Boise St.
Chris Hope,S,Florida State,,Jun-00,210,4.58,,28,113,,,2002,HopeCh21,2002,3,94,PIT,No,DB,DB,23,22,2012,0,1,7,44,15,163,,,,,,,,,1,81,1,552,20,4,Florida St.
Javin Hunter,WR,Notre Dame,,11-May,186,4.47,41,,129,6.84,4.04,2002,HuntJa00,2002,6,206,BAL,No,WR,WR,0,22,2002,0,0,0,0,0,12,,,,,,1,9,0,5,35,0,,,,Notre Dame
Quentin Jammer,CB,Texas,,Jun-00,204,4.49,36,18,124,,,2002,JammQu20,2002,1,5,SDG,No,DB,DB,27,23,2013,0,0,10,52,52,183,,,,,,,,,,,,630,21,,Texas
Dennis Johnson,DE,Kentucky,,5-Jun,258,4.82,35.5,17,119,7.21,4.36,2002,JohnDe22,2002,3,98,ARI,No,DE,DE,5,22,2004,0,0,1,5,5,29,,,,,,,,,,,,37,,3,Kentucky
Kyle Johnson,FB,Syracuse,,1-Jun,242,4.74,34,22,119,7.4,4.35,2002,JohnKy00,2002,5,145,CAR,No,RB,RB,4,23,2007,0,0,1,4,,45,,,,,,9,39,1,33,323,8,17,,,Syracuse
Ron Johnson,WR,Minnesota,,2-Jun,225,4.7,34.5,,118,7.12,4.02,2002,JohnRo03,2002,4,123,BAL,No,WR,WR,1,22,2003,0,0,0,1,1,22,,,,,,,,,11,126,1,6,,,Minnesota
Doug Jolley,TE,BYU,,4-Jun,251,4.6,38,18,117,6.9,4.18,2002,JollDo00,2002,2,55,OAK,No,TE,TE,12,23,2006,0,0,2,11,8,74,,,,,,,,,120,1303,6,5,,,BYU
Daryl Jones,WR,Miami (FL),,9-May,180,4.35,,,,,,2002,JoneDa02,2002,7,226,NYG,No,WR,WR,1,23,2004,0,0,0,1,1,15,,,,,,1,4,0,8,90,0,1,,,Miami (FL)
Levi Jones,OT,Arizona State,,5-Jun,304,5.21,,,103,,,2002,JoneLe23,2002,1,10,CIN,No,T,T,39,23,2009,0,0,7,47,43,103,,,,,,,,,0,0,0,2,,,Arizona St.
Terry Jones,TE,Alabama,,3-Jun,265,4.79,33.5,20,111,7.43,4.43,2002,JoneTe00,2002,5,155,BAL,No,TE,TE,5,22,2005,0,0,2,5,4,53,,,,,,,,,59,493,5,2,,,Alabama
Brett Keisel,DE,BYU,,5-Jun,279,4.89,33.5,26,107,7.28,4.51,2002,KeisBr20,2002,7,242,PIT,No,DE,DE,14,24,2014,0,1,8,59,59,156,,,,,,,,,,,,254,2,30,BYU
Kurt Kittner,QB,Illinois,,2-Jun,221,4.86,27,,100,7.34,4.5,2002,KittKu00,2002,5,158,ATL,No,QB,QB,1,22,2003,0,0,0,1,1,7,44,114,391,2,6,8,13,0,,,,,,,Illinois
Kyle Kosier,OT,Arizona State,,5-Jun,293,5.09,29.5,24,108,7.34,4.49,2002,KosiKy20,2002,7,248,SFO,No,G,G,30,24,2011,0,0,7,54,10,143,,,,,,,,,,,,2,,,Arizona St.
Ben Leber,OLB,Kansas State,,3-Jun,244,4.62,32.5,20,114,6.75,4.25,2002,LebeBe20,2002,3,71,SDG,No,LB,LB,32,23,2011,0,0,8,51,16,143,,,,,,,,,,,,393,5,24,Kansas St.
Ashley Lelie,WR,Hawaii,,3-Jun,197,4.49,,,,,,2002,LeliAs00,2002,1,19,DEN,No,WR,WR,36,22,2008,0,0,4,35,30,107,,,,,,20,172,0,217,3749,15,6,,,Hawaii
Michael Lewis,S,Colorado,,1-Jun,211,4.6,36.5,16,122,6.96,4.14,2002,LewiMi99,2002,2,58,PHI,No,DB,DB,29,22,2010,0,1,6,43,25,128,,,,,,,,,,,,550,12,11.5,Colorado
Aaron Lockett,WR,Kansas State,,7-May,155,4.31,35,,119,6.84,4.11,2002,,2002,7,254,TAM,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,,Kansas St.
Andre Lott,CB,Tennessee,,10-May,194,4.48,36.5,15,119,7.1,4.01,2002,LottAn20,2002,5,159,WAS,No,DB,DB,4,23,2006,0,0,0,4,4,32,,,,,,,,,,,,34,,1,Tennessee
Omare Lowe,CB,Washington,,1-Jun,196,4.58,35.5,12,118,6.65,3.97,2002,LoweOm20,2002,5,161,MIA,No,DB,DB,2,24,2008,0,0,0,2,0,43,,,,,,,,,,,,42,,,Washington
Chris Luzar,TE,Virginia,,7-Jun,270,4.76,32.5,22,115,6.84,4.17,2002,LuzaCh00,2002,4,118,JAX,No,TE,TE,0,23,2003,0,0,0,0,0,23,,,,,,,,,4,35,0,,,,Virginia
Wesly Mallard,S,Oregon,,2-Jun,221,4.49,41,22,122,6.81,4.07,2002,MallWe20,2002,6,188,NYG,No,LB,LB,3,23,2006,0,0,0,3,2,59,,,,,,,,,,,,43,,,Oregon
Marquand Manuel,S,Florida,,Jun-00,209,4.52,,18,,,,2002,ManuMa20,2002,6,181,CIN,No,DB,DB,16,23,2009,0,0,3,21,3,116,,,,,,,,,,,,282,2,1,Florida
Jamar Martin,FB,Ohio State,,11-May,245,4.89,32,23,108,7.53,4.34,2002,MartJa01,2002,4,129,DAL,No,FB,FB,0,22,2006,0,0,0,0,0,25,,,,,,4,7,0,6,24,0,1,,,Ohio St.
Lee Mays,WR,Texas-El Paso,,1-Jun,190,4.55,32.5,,119,7.08,4.17,2002,MaysLe00,2002,6,202,PIT,No,WR,WR,1,24,2006,0,0,0,1,1,49,,,,,,,,,11,154,0,16,,,Texas-El Paso
Jason McAddley,WR,Alabama,,1-Jun,203,4.47,36.5,,123,6.83,4.09,2002,McAdJa00,2002,5,149,ARI,No,WR,WR,4,23,2005,0,0,1,4,3,34,,,,,,,,,38,578,1,8,,,Alabama
Josh McCown,QB,SMU,,4-Jun,221,4.59,38.5,,120,6.85,3.9,2002,McCoJo01,2002,3,81,ARI,No,QB,QB,15,23,2016,0,0,4,31,13,81,1229,2078,13920,78,69,204,952,8,3,10,0,6,,,Sam Houston St.
Jon McGraw,S,Kansas State,,3-Jun,208,4.5,39.5,13,126,6.51,3.92,2002,McGrJo21,2002,2,57,NYJ,No,DB,DB,8,23,2011,0,0,2,18,4,122,,,,,,2,8,0,,,,277,10,2,Kansas St.
Seth McKinney,C,Texas A&M,,3-Jun,300,4.97,33.5,23,105,7.36,4.51,2002,McKiSe20,2002,3,90,MIA,No,C,C,16,23,2009,0,0,3,21,15,93,,,,,,,,,,,,,,,Texas A&M
Bryant McKinnie,OT,Miami (FL),,8-Jun,343,5.13,,,,,,2002,McKiBr21,2002,1,7,MIN,No,T,T,38,23,2013,0,1,10,65,53,179,,,,,,,,,,,,1,,,Miami (FL)
Randy McMichael,TE,Georgia,,3-Jun,247,4.88,29.5,18,112,7.58,4.28,2002,McMiRa01,2002,4,114,MIA,No,TE,TE,28,23,2012,0,0,10,33,25,164,,,,,,1,8,0,426,4539,24,25,,,Georgia
Terrence Metcalf,OT,Mississippi,,3-Jun,318,5.31,,28,,,,2002,MetcTe20,2002,3,93,CHI,No,G,G,8,24,2008,0,0,1,10,10,78,,,,,,,,,,,,,,,Mississippi
Freddie Milons,WR,Alabama,,10-May,190,4.51,33.5,,117,6.84,,2002,,2002,5,162,PHI,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,,Alabama
Mel Mitchell,S,Western Kentucky,,1-Jun,220,4.55,35,15,128,7,4.15,2002,MitcMe20,2002,5,150,NOR,No,DB,DB,3,23,2007,0,0,0,4,3,54,,,,,,,,,,,,52,,,West. Kentucky
Quincy Monk,ILB,North Carolina,,3-Jun,250,4.82,33.5,26,113,7.48,4.38,2002,MonkQu20,2002,7,245,NYG,No,LB,LB,1,23,2004,0,0,0,1,1,15,,,,,,,,,,,,7,,,North Carolina
Derrius Monroe,DE,Virginia Tech,,4-Jun,269,4.56,31.5,25,111,7.38,4.51,2002,,2002,7,224,NOR,No,DE,DE,0,,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech
Maurice Morris,RB,Oregon,,11-May,208,4.53,38.5,23,119,,,2002,MorrMa00,2002,2,54,SEA,No,RB,RB,12,22,2011,0,0,0,29,19,145,,,,,,867,3648,13,151,1163,5,27,,,Oregon
Larry Ned,RB,San Diego State,,11-May,219,4.62,34.5,15,120,7.12,,2002,NedxLa00,2002,6,197,OAK,No,RB,RB,0,24,2004,0,0,0,0,,19,,,,,,,,,1,9,0,13,,,San Diego St.
Kendall Newson,WR,Middle Tennessee State,,2-Jun,200,4.69,33.5,,117,6.87,4.27,2002,NewsKe00,2002,7,222,JAX,No,WR,WR,1,22,2003,0,0,0,1,,6,,,,,,,,,2,55,0,1,,,Middle Tenn. St.
Josh Norman,TE,Oklahoma,,2-Jun,236,4.65,32,18,115,,,2002,NormJo01,2012,5,143,CAR,No,DB,DB,24,24,2016,1,1,4,23,23,64,,,,,,,,,,,,174,8,,Coastal Carolina
J.T. O'Sullivan,QB,California-Davis,,2-Jun,223,4.88,29,,107,7.46,4.28,2002,OSulJ.00,2002,6,186,NOR,No,QB,QB,0,23,2009,0,0,1,6,,17,145,257,1866,9,13,39,145,0,,,,2,,,California-Davis
Willie Offord,S,South Carolina,,2-Jun,215,4.61,35,22,117,,,2002,OffoWi20,2002,3,70,MIN,No,DB,DB,5,23,2005,0,0,0,5,5,47,,,,,,,,,,,,58,2,,South Carolina
Will Overstreet,DE,Tennessee,,3-Jun,259,4.65,32.5,21,116,7.37,4.31,2002,OverWi20,2002,3,80,ATL,No,LB,LB,1,22,2003,0,0,0,1,1,6,,,,,,,,,,,,6,,,Tennessee
John Owens,TE,Notre Dame,,3-Jun,265,4.77,38.5,21,117,,,2002,OwenJo00,2002,5,138,DET,No,TE,TE,0,22,2009,0,0,0,0,0,76,,,,,,,,,22,178,1,10,,,Notre Dame
Anton Palepoi,DE,UNLV,,3-Jun,279,4.81,33.5,24,114,7.46,4.27,2002,PaleAn20,2002,2,60,SEA,No,DE,DE,4,24,2005,0,0,0,4,2,35,,,,,,,,,,,,32,,4,UNLV
Justin Peelle,TE,Oregon,,4-Jun,255,4.75,29,21,110,7.34,4.29,2002,PeelJu00,2002,4,103,SDG,No,TE,TE,3,23,2011,0,0,4,8,2,151,,,,,,,,,123,1003,12,25,,,Oregon
Julius Peppers,DE,North Carolina,,6-Jun,283,4.74,,,,,,2002,PeppJu99,2002,1,2,CAR,No,DE,DE,60,22,2016,3,9,14,126,68,228,,,,,,,,,0,0,0,512,11,140.5,North Carolina
Scott Peters,C,Arizona State,,3-Jun,300,5.07,33.5,36,97,7.68,4.69,2002,PeteSc20,2002,4,124,PHI,No,C,C,1,23,2003,0,0,0,1,,7,,,,,,,,,,,,,,,Arizona St.
Adrian Peterson,RB,Georgia Southern,,10-May,214,4.68,34,14,119,7.59,4.6,2002,PeteAd01,2007,1,7,MIN,No,RB,RB,58,22,2016,4,7,8,88,88,122,,,,,,2412,11725,97,240,1944,5,16,,,Oklahoma
Adrian Peterson,RB,Georgia Southern,,10-May,214,4.68,34,14,119,7.59,4.6,2002,PeteAd00,2002,6,199,CHI,No,RB,RB,5,23,2009,0,0,0,11,11,106,1,1,9,1,0,311,1283,8,78,665,0,62,,,Georgia Southern
Jermaine Phillips,S,Georgia,,1-Jun,214,4.66,31.5,18,115,,,2002,PhilJe20,2002,5,157,TAM,No,DB,DB,22,23,2009,0,0,5,32,32,96,,,,,,,,,,,,332,11,3,Georgia
Chester Pitts,OT,San Diego State,,4-Jun,320,5.22,30,,106,7.84,4.81,2002,PittCh20,2002,2,50,HOU,No,T,T,32,23,2010,0,0,7,45,44,121,,,,,,,,,,,,1,,,San Diego St.
Monsanto Pope,DT,Virginia,,3-Jun,295,5.25,,,,,,2002,PopeMo20,2002,7,231,DEN,No,DT,DT,14,24,2005,0,0,1,14,14,48,,,,,,,,,,,,48,,6,Virginia
Clinton Portis,RB,Miami (FL),,11-May,204,4.42,,,,,,2002,PortCl00,2002,2,51,DEN,No,RB,RB,56,21,2010,0,2,7,71,30,113,3,6,47,3,0,2230,9923,75,247,2018,5,16,,,Miami (FL)
Mike Pucillo,OG,Auburn,,4-Jun,317,5.31,28,26,,,,2002,PuciMi20,2002,7,215,BUF,No,G,G,9,23,2007,0,0,1,9,5,48,,,,,,,,,,,,,,,Auburn
Patrick Ramsey,QB,Tulane,,2-Jun,219,5.24,33.5,,112,7.12,4.09,2002,RamsPa00,2002,1,32,WAS,No,QB,QB,14,23,2008,0,0,1,14,13,37,511,913,5930,35,30,47,89,2,,,,1,,,Tulane
Saleem Rasheed,ILB,Alabama,,3-Jun,229,4.66,,26,,,,2002,RashSa20,2002,3,69,SFO,No,LB,LB,4,21,2005,0,0,0,4,4,45,,,,,,,,,,,,38,,1,Alabama
Ed Reed,S,Miami (FL),,11-May,201,4.57,,,,,,2002,ReedEd00,2002,1,24,BAL,No,DB,DB,54,24,2013,5,9,10,106,103,174,,,,,,,,,0,0,0,531,64,6,Miami (FL)
Josh Reed,WR,LSU,,10-May,210,4.54,,,,,,2002,ReedJo01,2002,2,36,BUF,No,WR,WR,20,22,2009,0,0,3,28,28,115,,,,,,14,57,0,311,3575,10,15,,,LSU
Kris Richard,CB,USC,,11-May,186,4.47,39.5,10,120,,4.15,2002,RichKr20,2002,3,85,SEA,No,DB,DB,2,22,2005,0,0,0,2,2,39,,,,,,,,,,,,46,,1,USC
Nick Rogers,OLB,Georgia Tech,,2-Jun,251,4.73,36,22,117,7.02,4.19,2002,RogeNi20,2002,6,177,MIN,No,LB,LB,8,23,2005,0,0,1,8,7,46,,,,,,,,,,,,64,,2,Georgia Tech
Victor Rogers,OG,Colorado,,6-Jun,331,5.57,25,20,93,9,5.16,2002,RogeVi20,2002,7,259,DET,No,T,T,0,23,2004,0,0,0,0,0,1,,,,,,,,,,,,,,,Colorado
Derek Ross,CB,Ohio State,,11-May,197,4.56,,17,118,,,2002,RossDe20,2002,3,75,DAL,No,DB,DB,7,22,2004,0,0,1,7,7,33,,,,,,,,,,,,73,6,,Ohio St.
